UNITNO,MAP_SYMBOL,STATE,NAME,AGE,LITH1,LITH2,LITH3
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*22,Trsc,PENSILVANIA,Stockton conglomerate,Triassic,Quartz conglomerate,Conglomeratic sandstone,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*11,Trfl,PENSILVANIA,Limestone fanglomerate,Triassic,Limestone conglomerate,,
*127,Ons,PENSILVANIA,"Nittany and Stonehenge/Larke Formations, undivided",Ordovician,Dolomite,Limestone,Chert
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*97,Oj,PENSILVANIA,Juniata Formation,Ordovician,Sandstone,Siltstone,Shale
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*99,Or,PENSILVANIA,Reedsville Formation,Ordovician,Shale,Siltstone,Sandstone; black shale
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*85,DSkt,PENSILVANIA,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,Limestone,Shale,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*147,Clv,PENSILVANIA,Leithsville Formation,Cambrian,Dolomite,Shaly dolomite,Chert; shale
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*65,Dciv,PENSILVANIA,Irish Valley Member of Catskill Formation,Devonian,Siltstone,Mudstone,Sandstone
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*91,Sbm,PENSILVANIA,"Bloomsburg and Mifflintown Formations, undivided",Silurian,Shale,Siltstone,Sandstone; limestone; mudstone
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*114,Ojk,PENSILVANIA,Jacksonburg Formation,Ordovician,Shaly limestone,Limestone,
*91,Sbm,PENSILVANIA,"Bloomsburg and Mifflintown Formations, undivided",Silurian,Shale,Siltstone,Sandstone; limestone; mudstone
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*8,Jd,PENSILVANIA,Diabase,Jurassic,Diabase,,
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*137,Cal,PENSILVANIA,Allentown Formation,Cambrian,Dolomite,Limestone,Calcareous siltstone; chert
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*137,Cal,PENSILVANIA,Allentown Formation,Cambrian,Dolomite,Limestone,Calcareous siltstone; chert
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*186,ggd,PENSILVANIA,Felsic and intermediate gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*147,Clv,PENSILVANIA,Leithsville Formation,Cambrian,Dolomite,Shaly dolomite,Chert; shale
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*114,Ojk,PENSILVANIA,Jacksonburg Formation,Ordovician,Shaly limestone,Limestone,
*91,Sbm,PENSILVANIA,"Bloomsburg and Mifflintown Formations, undivided",Silurian,Shale,Siltstone,Sandstone; limestone; mudstone
*16,Trl,PENSILVANIA,Lockatong Formation,Triassic,Argillite,Black shale,Limestone; calcareous shale
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*86,DSkm,PENSILVANIA,"Keyser Formation through Mifflintown Formation, undivided",Devonian and Silurian,Limestone,Shale,Siltstone; sandstone; mudstone; dolomite
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*136,Cr,PENSILVANIA,Richland Formation,Cambrian,Dolomite,Limestone,Chert
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*137,Cal,PENSILVANIA,Allentown Formation,Cambrian,Dolomite,Limestone,Calcareous siltstone; chert
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*147,Clv,PENSILVANIA,Leithsville Formation,Cambrian,Dolomite,Shaly dolomite,Chert; shale
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*118,Oan,PENSILVANIA,Annville Formation,Ordovician,High-calcium limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*10,Trb,PENSILVANIA,Brunswick Formation,Triassic,Mudstone,Siltstone,Shale; argillite
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*99,Or,PENSILVANIA,Reedsville Formation,Ordovician,Shale,Siltstone,Sandstone; black shale
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*119,Ob,PENSILVANIA,Beekmantown Group,Ordovician,Limestone,Dolomite,Chert
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*140,Cw,PENSILVANIA,Warrior Formation,Cambrian,Limestone,Dolomite,Sandstone
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*123,Oo,PENSILVANIA,Ontelaunee Formation,Ordovician,Dolomite,Limestone,Chert
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*114,Ojk,PENSILVANIA,Jacksonburg Formation,Ordovician,Shaly limestone,Limestone,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*136,Cr,PENSILVANIA,Richland Formation,Cambrian,Dolomite,Limestone,Chert
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*97,Oj,PENSILVANIA,Juniata Formation,Ordovician,Sandstone,Siltstone,Shale
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*85,DSkt,PENSILVANIA,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,Limestone,Shale,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*11,Trfl,PENSILVANIA,Limestone fanglomerate,Triassic,Limestone conglomerate,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*104,Ohsg,PENSILVANIA,Shale and graywacke of Hamburg sequence,Ordovician,Shale,Graywacke,
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*78,Doo,PENSILVANIA,"Onondaga and Old Port Formations, undivided",Devonian,Calcareous shale,Sandstone,Limestone; argillaceous limestone; chert; shale; siliceous siltstone; bentonite
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*85,DSkt,PENSILVANIA,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,Limestone,Shale,
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*10,Trb,PENSILVANIA,Brunswick Formation,Triassic,Mudstone,Siltstone,Shale; argillite
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*118,Oan,PENSILVANIA,Annville Formation,Ordovician,High-calcium limestone,,
*123,Oo,PENSILVANIA,Ontelaunee Formation,Ordovician,Dolomite,Limestone,Chert
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*118,Oan,PENSILVANIA,Annville Formation,Ordovician,High-calcium limestone,,
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
